CONSEC_,YEAR,MONTH,DATE,SITE,_N,Replicate,WET_WT,DRY_WT,DRY_WET,ANAL_WT,C,H,N,CN_RATIO,NOTES,,,,
236,2008,11,11/7/08,ABUR,15,1,8.36,0.65,0.08,2013,33.7,5.31,1.91,17.61,,,,,
236,2008,11,11/7/08,ABUR,15,2,8.36,0.65,0.08,2081,33.71,5.27,1.99,16.98,,,,,
237,2008,12,12/3/08,MOHK,15,1,6.57,0.42,0.06,2092,41.97,5.7,2.85,14.75,,,,,
237,2008,12,12/3/08,MOHK,15,2,6.57,0.42,0.06,1994,42.26,5.73,2.91,14.54,,,,,
238,2008,12,12/4/08,AQUE,15,1,8.15,0.65,0.08,2029,36.26,5.26,2.17,16.73,,,,,
238,2008,12,12/4/08,AQUE,15,2,8.15,0.65,0.08,2107,36.25,5.31,2.18,16.63,,,,,
239,2008,12,12/5/08,ABUR,15,1,9.63,0.4,0.04,2041,35.21,5.1,2.19,16.07,,,,,
239,2008,12,12/5/08,ABUR,15,2,9.63,0.4,0.04,2009,35.5,5.12,2.18,16.26,,,,,
240,2009,1,1/6/09,ABUR,15,1,10.54,0.82,0.08,2483,32.34,4.49,2.66,12.16,,,,,
240,2009,1,1/6/09,ABUR,15,2,10.54,0.82,0.08,2517,32.28,4.73,2.69,12.02,,,,,
241,2009,1,1/12/09,MOHK,15,1,10.33,0.74,0.07,2350,30.68,4.33,2.45,12.51,,,,,
241,2009,1,1/12/09,MOHK,15,2,10.33,0.74,0.07,2309,31.21,4.35,2.48,12.58,,,,,
242,2009,1,1/15/09,AQUE,15,1,9.96,0.96,0.1,2283,26.21,3.6,1.45,18.06,,,,,
242,2009,1,1/15/09,AQUE,15,2,9.96,0.96,0.1,2346,27.71,3.85,1.47,18.92,,,,,
243,2009,2,2/2/09,AQUE,15,1,8.9,1.05,0.12,2477,27.15,3.94,1.76,15.47,,,,,
243,2009,2,2/2/09,AQUE,15,2,8.9,1.05,0.12,2325,27.42,3.94,1.75,15.64,,,,,
244,2009,2,2/3/09,MOHK,15,1,6.14,0.42,0.07,2471,28.67,3.72,2.6,11.02,,,,,
244,2009,2,2/3/09,MOHK,15,2,6.14,0.42,0.07,2136,29.05,3.97,2.66,10.93,,,,,
245,2009,2,2/3/09,ABUR,15,1,5.51,0.65,0.12,2343,31.43,4.41,2.33,13.5,,,,,
245,2009,2,2/3/09,ABUR,15,2,5.51,0.65,0.12,2247,31.33,4.41,2.3,13.61,,,,,
246,2009,3,3/2/09,MOHK,15,1,10.6,0.74,0.07,2527,29.64,4.22,3.06,9.7,,,,,
246,2009,3,3/2/09,MOHK,15,2,10.6,0.74,0.07,2232,29.98,4.22,3.15,9.53,,,,,
247,2009,3,3/9/09,ABUR,15,1,12.25,1.78,0.15,2111,28.96,4.12,2.82,10.26,,,,,
247,2009,3,3/9/09,ABUR,15,2,12.25,1.78,0.15,1953,29.07,4.17,2.76,10.55,,,,,
248,2009,3,3/10/09,AQUE,15,1,5.43,0.03,0.01,2255,27.45,3.88,2.95,9.32,dry/wet very low,,,,
248,2009,3,3/10/09,AQUE,15,2,5.43,0.03,0.01,2155,28.13,4.29,3.04,9.26,dry/wet very low,,,,
249,2009,4,3/31/09,AQUE,15,1,7.09,0.83,0.12,2122,28.15,4.49,2.89,9.74,,,,,
249,2009,4,3/31/09,AQUE,15,2,7.09,0.83,0.12,2080,27.29,4.42,2.74,9.97,,,,,
250,2009,4,4/2/09,MOHK,15,1,10.1,0.8,0.08,2153,28.17,4.28,3.12,9.03,,,,,
250,2009,4,4/2/09,MOHK,15,2,10.1,0.8,0.08,2085,27.65,4.16,3.09,8.94,,,,,
251,2009,4,4/7/09,ABUR,15,1,9.42,0.79,0.08,2178,31.97,4.9,3.36,9.53,,,,,
251,2009,4,4/7/09,ABUR,15,2,9.42,0.79,0.08,2029,32.17,5.24,3.28,9.81,,,,,
252,2009,5,5/1/09,AQUE,15,1,9.56,0.67,0.07,2199,29.43,4.71,3.71,7.94,,,,,
252,2009,5,5/1/09,AQUE,15,2,9.56,0.67,0.07,2203,29.94,4.73,3.82,7.84,,,,,
253,2009,5,5/4/09,ABUR,15,1,11.68,0.75,0.06,2153,33.76,5.48,3.57,9.47,,,,,
253,2009,5,5/4/09,ABUR,15,2,11.68,0.75,0.06,2237,32.86,5.32,3.46,9.5,,,,,
254,2009,5,5/5/09,MOHK,15,1,12.54,0.92,0.07,2134,27.63,4.22,3.31,8.36,,,,,
254,2009,5,5/5/09,MOHK,15,2,12.54,0.92,0.07,2089,27.66,4.15,3.26,8.5,,,,,
255,2009,6,5/27/09,ABUR,15,1,10.58,0.64,0.06,2194,33.44,4.786,2.766,12.09,,,,,
255,2009,6,5/27/09,ABUR,15,2,10.58,0.64,0.06,2027,34.36,5.187,2.746,12.51,,,,,
256,2009,6,6/2/09,MOHK,15,1,11.1,1.19,0.11,2253,26.29,3.62,2.06,12.76,,,,,
256,2009,6,6/2/09,MOHK,15,2,11.1,1.19,0.11,2342,26.25,3.81,2.04,12.86,,,,,
257,2009,6,6/4/09,AQUE,15,1,.,0.97,.,1993,29.24,4.596,2.067,14.15,,,,,
257,2009,6,6/4/09,AQUE,15,2,.,0.97,.,2133,30.78,4.759,2.098,14.67,,,,,
258,2009,7,7/1/09,MOHK,15,1,9.78,0.97,0.1,2072,28.94,4.276,1.604,18.05,,,,,
258,2009,7,7/1/09,MOHK,15,2,9.78,0.97,0.1,2146,27.57,4.096,1.583,17.42,,,,,
259,2009,7,7/1/09,ABUR,15,1,9.07,0.85,0.09,2124,33.67,4.961,2.448,13.76,,,,,
259,2009,7,7/1/09,ABUR,15,2,9.07,0.85,0.09,2176,33.43,5.082,2.423,13.8,,,,,
260,2009,7,7/2/09,AQUE,15,1,9.68,0.63,0.07,2090,37.77,4.934,2.294,16.47,,,,,
260,2009,7,7/2/09,AQUE,15,2,9.68,0.63,0.07,2155,37.86,5.147,2.19,17.29,,,,,
261,2009,8,8/5/09,AQUE,15,1,8.81,1.62,0.18,2226,33.04,4.43,1.73,19.07,,,,,
261,2009,8,8/5/09,AQUE,15,2,8.81,1.62,0.18,2151,33.94,4.87,1.73,19.67,,,,,
262,2009,8,8/6/09,ABUR,15,1,11.34,1.01,0.09,2133,33.6,4.92,2.34,14.38,,,,,
262,2009,8,8/6/09,ABUR,15,2,11.34,1.01,0.09,2237,33.02,4.88,2.02,16.37,,,,,
263,2009,8,8/6/09,MOHK,15,1,10.14,0.99,0.1,2128,26.6,3.45,1.64,16.21,,,,,
263,2009,8,8/6/09,MOHK,15,2,10.14,0.99,0.1,2079,30.37,3.79,1.77,17.13,,,,,
264,2009,9,9/1/09,ABUR,15,1,8.98,0.54,0.06,2123,34.73,4.78,1.97,17.62,,,,,
264,2009,9,9/1/09,ABUR,15,2,8.98,0.54,0.06,2141,34.92,4.74,2.12,16.44,,,,,
265,2009,9,9/2/09,MOHK,15,1,9.67,0.78,0.08,2241,31.71,4.2,2.17,14.65,,,,,
265,2009,9,9/2/09,MOHK,15,2,9.67,0.78,0.08,2088,32.01,4.28,2.28,14.06,,,,,
266,2009,9,9/9/09,AQUE,15,1,8.02,0.55,0.07,2042,35.56,4.73,1.58,22.51,,,,,
266,2009,9,9/9/09,AQUE,15,2,8.02,0.55,0.07,2138,36.03,4.73,1.72,20.97,,,,,
267,2009,10,10/1/09,ABUR,15,1,6.98,0.43,0.06,1986,42.48,5.85,2.39,17.81,,,,,
267,2009,10,10/1/09,ABUR,15,2,6.98,0.43,0.06,2354,42.51,7.57,2.34,18.21,,,,,
268,2009,10,10/5/09,MOHK,15,1,7.4,0.59,0.08,2092,30.34,4.83,1.75,17.38,,,,,
268,2009,10,10/5/09,MOHK,15,2,7.4,0.59,0.08,2346,32.05,4.7,1.89,16.95,,,,,
269,2009,10,10/7/09,AQUE,15,1,8.09,1.03,0.13,2255,29.93,4.35,2.28,14.61,grand mean used for CHN values,,,,
269,2009,10,10/7/09,AQUE,15,2,8.09,1.03,0.13,2255,29.93,4.35,2.28,14.61,grand mean used for CHN values,,,,
270,2009,11,11/2/09,MOHK,15,1,8.12,0.95,0.12,2225,29.02,5.4,1.48,19.62,,,,,
270,2009,11,11/2/09,MOHK,15,2,8.12,0.95,0.12,2197,28.9,5.4,1.42,20.29,,,,,
271,2009,11,11/3/09,ABUR,15,1,7.19,0.8,0.11,2342,30.59,6.26,1.49,20.6,,,,,
271,2009,11,11/3/09,ABUR,15,2,7.19,0.8,0.11,1914,31.17,6.13,1.47,21.18,,,,,
272,2009,11,11/6/09,AQUE,15,1,8.34,0.57,0.07,2103,36.52,7.11,1.51,24.17,,,,,
272,2009,11,11/6/09,AQUE,15,2,8.34,0.57,0.07,1949,37.03,7.02,1.55,23.93,,,,,
273,2009,12,12/1/09,AQUE,15,1,6.77,0.76,0.11,2125,31.66,6.88,1,31.75,,,,,
273,2009,12,12/1/09,AQUE,15,2,6.77,0.76,0.11,2339,31.36,7.01,0.99,31.63,,,,,
274,2009,12,12/3/09,ABUR,15,1,7.23,0.77,0.11,2203,30.59,4.68,1.41,21.76,,,,,
274,2009,12,12/3/09,ABUR,15,2,7.23,0.77,0.11,2119,30.99,5.54,1.48,20.88,,,,,
275,2009,12,12/3/09,MOHK,15,1,6.55,0.67,0.1,2043,27.96,4.73,1.67,16.79,,,,,
275,2009,12,12/3/09,MOHK,15,2,6.55,0.67,0.1,2452,28.04,4.85,1.6,17.5,,,,,
276,2010,1,1/5/10,AQUE,15,1,6.81,0.39,0.06,2101,37.12,6.37,2.64,14.07,,,,,
276,2010,1,1/5/10,AQUE,15,2,6.81,0.39,0.06,2352,37.14,6.54,2.56,14.51,,,,,
277,2010,1,1/7/10,MOHK,15,1,7.42,0.71,0.1,2645,32.1,5.99,2.53,12.71,,,,,
277,2010,1,1/7/10,MOHK,15,2,7.42,0.71,0.1,2349,31.31,5.68,2.55,12.29,,,,,
278,2010,1,1/7/10,ABUR,15,1,9.68,0.92,0.1,2455,25.5,4.48,1.84,13.9,,,,,
278,2010,1,1/7/10,ABUR,15,2,9.68,0.92,0.1,2402,24.77,4.25,1.78,13.93,,,,,
279,2010,2,2/1/10,ABUR,15,1,9.86,1.16,0.12,2156,29.25,4.23,2.17,13.48,,,,,
279,2010,2,2/1/10,ABUR,15,2,9.86,1.16,0.12,2018,29.38,4.31,2.26,13.02,,,,,
280,2010,2,2/2/10,MOHK,15,1,5.85,0.42,0.07,2054,34.25,4.88,2.53,13.54,,,,,
280,2010,2,2/2/10,MOHK,15,2,5.85,0.42,0.07,2101,34.21,4.98,2.59,13.22,,,,,
281,2010,2,2/4/10,AQUE,15,1,9.18,0.86,0.09,2056,33.38,5.08,2.29,14.6,,,,,
281,2010,2,2/4/10,AQUE,15,2,9.18,0.86,0.09,2059,33.02,5.06,2.18,15.14,,,,,
282,2010,3,3/2/10,MOHK,15,1,9.51,0.98,0.1,2058,30.47,4.23,2.19,13.92,,,,,
282,2010,3,3/2/10,MOHK,15,2,9.51,0.98,0.1,1924,30.76,4.33,2.14,14.38,,,,,
283,2010,3,3/5/10,AQUE,15,1,8.34,0.62,0.07,2231,38.29,5.53,2.46,15.6,,,,,
283,2010,3,3/5/10,AQUE,15,2,8.34,0.62,0.07,2086,38.01,5.54,2.43,15.67,,,,,
284,2010,3,3/8/10,ABUR,15,1,8,0.52,0.07,2324,36.42,5.19,3.27,11.15,,,,,
284,2010,3,3/8/10,ABUR,15,2,8,0.52,0.07,2054,36.71,5.24,3.33,11.02,,,,,
285,2010,4,4/6/10,AQUE,15,1,7.44,0.6,0.08,1915,39.12,5.69,3.94,9.93,,,,,
285,2010,4,4/6/10,AQUE,15,2,7.44,0.6,0.08,2055,39,5.73,3.89,10.03,,,,,
286,2010,4,4/8/10,ABUR,15,1,9.18,0.52,0.06,2216,37.42,5.57,4.07,9.19,,,,,
286,2010,4,4/8/10,ABUR,15,2,9.18,0.52,0.06,2006,36.72,5.44,4,9.18,,,,,
287,2010,4,4/8/10,MOHK,15,1,11.09,0.77,0.07,1905,35.08,5.39,4.32,8.12,,,,,
287,2010,4,4/8/10,MOHK,15,2,11.09,0.77,0.07,2088,35.26,5.27,4.36,8.09,,,,,
288,2010,5,5/3/10,MOHK,15,1,6.26,0.66,0.11,2090,31.82,4.88,3.69,8.63,,,,,
288,2010,5,5/3/10,MOHK,15,2,6.26,0.66,0.11,1947,32.01,4.72,3.84,8.33,,,,,
289,2010,5,5/3/10,ABUR,15,1,5.81,0.81,0.14,2186,35.82,5.65,3.83,9.35,,,,,
289,2010,5,5/3/10,ABUR,15,2,5.81,0.81,0.14,2025,35.21,5.34,3.78,9.32,,,,,
290,2010,5,5/7/10,AQUE,15,1,9.86,1.05,0.11,1909,30.7,4.78,3,10.25,,,,,
290,2010,5,5/7/10,AQUE,15,2,9.86,1.05,0.11,2165,30.56,4.58,2.98,10.25,,,,,
291,2010,6,6/1/10,AQUE,15,1,11.99,0.9,0.08,2438,28.3,4.48,2.83,9.99,,,,,
291,2010,6,6/1/10,AQUE,15,2,11.99,0.9,0.08,2331,28.4,4.28,2.84,10,,,,,
292,2010,6,6/4/10,MOHK,15,1,8.16,0.54,0.07,2070,38.55,5.44,3.81,10.11,,,,,
292,2010,6,6/4/10,MOHK,15,2,8.16,0.54,0.07,2253,38.29,5.46,3.71,10.32,,,,,
293,2010,6,6/4/10,ABUR,15,1,8.44,0.48,0.06,2425,39.31,5.48,3.86,10.19,,,,,
293,2010,6,6/4/10,ABUR,15,2,8.44,0.48,0.06,2461,39.74,5.47,3.91,10.18,,,,,
294,2010,7,7/1/10,ABUR,15,1,8.62,1.11,0.13,2234,32.57,5.09,1.94,16.79,,,,,
294,2010,7,7/1/10,ABUR,15,2,8.62,1.11,0.13,2443,33.85,5.38,1.96,17.28,,,,,
295,2010,7,7/2/10,MOHK,15,1,8,1.02,0.13,2178,32.62,5.16,2.02,16.17,,,,,
295,2010,7,7/2/10,MOHK,15,2,8,1.02,0.13,2548,32.38,5.15,1.94,16.68,,,,,
296,2010,7,7/8/10,AQUE,15,1,8.75,0.73,0.08,2051,35.4,5.07,2.92,12.11,,,,,
296,2010,7,7/8/10,AQUE,15,2,8.75,0.73,0.08,2115,33.76,4.72,2.85,11.86,,,,,
297,2010,8,8/3/10,MOHK,15,1,6.36,0.85,0.13,2397,32.85,5.26,1.66,19.8,,,,,
297,2010,8,8/3/10,MOHK,15,2,6.36,0.85,0.13,2529,33.32,5.39,1.65,20.2,,,,,
298,2010,8,8/3/10,ABUR,15,1,10.6,0.97,0.09,2385,26.4,3.97,1.73,15.23,,,,,
298,2010,8,8/3/10,ABUR,15,2,10.6,0.97,0.09,2653,26.09,3.94,1.79,14.54,,,,,
299,2010,8,8/9/10,AQUE,15,1,6.44,0.69,0.11,2263,30.99,4.87,1.68,18.43,,,,,
299,2010,8,8/9/10,AQUE,15,2,6.44,0.69,0.11,2383,31.34,4.95,1.7,18.44,,,,,
300,2010,9,9/1/10,ABUR,15,1,7.39,0.79,0.11,2531,32.33,5.15,2.58,12.55,,,,,
300,2010,9,9/1/10,ABUR,15,2,7.39,0.79,0.11,2731,32.17,5.29,2.46,13.11,,,,,
301,2010,9,9/1/10,MOHK,15,1,10.9,0.8,0.07,2169,29.5,4.58,2.38,12.39,,,,,
301,2010,9,9/1/10,MOHK,15,2,10.9,0.8,0.07,2160,30.22,4.59,2.35,12.85,,,,,
302,2010,9,9/9/10,AQUE,15,1,6.64,0.61,0.09,2350,35.64,5.64,2.03,17.55,,,,,
302,2010,9,9/9/10,AQUE,15,2,6.64,0.61,0.09,2559,35.2,5.61,2.01,17.53,,,,,
303,2010,10,10/4/10,MOHK,15,1,5.32,0.32,0.06,2262,40.11,4.81,3.3,12.15,,,,,
303,2010,10,10/4/10,MOHK,15,2,5.32,0.32,0.06,2085,40.4,5.44,3.27,12.36,,,,,
304,2010,10,10/8/10,AQUE,15,1,4.69,0.61,0.13,1840,30.16,4.4,2.03,14.84,,,,,
304,2010,10,10/8/10,AQUE,15,2,4.69,0.61,0.13,1888,30.38,4.46,1.88,16.15,,,,,
305,2010,10,10/11/10,ABUR,15,1,5.33,0.31,0.06,1954,41.38,5.52,2.93,14.1,,,,,
305,2010,10,10/11/10,ABUR,15,2,5.33,0.31,0.06,1876,41.27,5.57,3.17,13.02,,,,,
306,2010,11,11/1/10,ABUR,15,1,10.34,0.8,0.08,2235,29.71,4.27,2.39,12.42,,,,,
306,2010,11,11/1/10,ABUR,15,2,10.34,0.8,0.08,2046,28.86,4.08,2.32,12.44,,,,,
307,2010,11,11/2/10,AQUE,15,1,9.27,0.86,0.09,1894,32.54,4.87,2.48,13.12,,,,,
307,2010,11,11/2/10,AQUE,15,2,9.27,0.86,0.09,2019,32.33,4.78,2.57,12.59,,,,,
308,2010,11,11/5/10,MOHK,15,1,6.18,0.51,0.08,1920,39.03,5.32,3.32,11.74,,,,,
308,2010,11,11/5/10,MOHK,15,2,6.18,0.51,0.08,2126,38.75,5.27,3.1,12.52,,,,,
309,2010,12,12/2/10,ABUR,15,1,6.5,0.55,0.08,2072,30.36,4.31,3.06,9.94,,,,,
309,2010,12,12/2/10,ABUR,15,2,6.5,0.55,0.08,2030,30.41,4.3,3.06,9.93,,,,,
310,2010,12,12/3/10,MOHK,15,1,6.81,0.63,0.09,2079,32.23,4.57,3.2,10.09,,,,,
310,2010,12,12/3/10,MOHK,15,2,6.81,0.63,0.09,1848,32.27,4.6,3.12,10.33,,,,,
311,2010,12,12/7/10,AQUE,15,1,6.55,0.52,0.08,2143,30.25,4.19,2.98,10.17,,,,,
311,2010,12,12/7/10,AQUE,15,2,6.55,0.52,0.08,2326,30.18,4.72,2.93,10.3,,,,,
312,2011,1,1/4/11,ABUR,15,1,9.15,0.6,0.07,1956,28.28,4.27,2.91,9.73,,,,,
312,2011,1,1/4/11,ABUR,15,2,9.15,0.6,0.07,2059,27.29,4.16,2.83,9.65,,,,,
313,2011,1,1/7/11,MOHK,15,1,7.64,0.46,0.06,2056,40.39,6.01,3.64,11.1,,,,,
313,2011,1,1/7/11,MOHK,15,2,7.64,0.46,0.06,1958,40.6,6.03,3.64,11.15,,,,,
314,2011,1,1/11/11,AQUE,15,1,9.83,0.65,0.07,2061,33.55,5.31,3,11.19,,,,,
314,2011,1,1/11/11,AQUE,15,2,9.83,0.65,0.07,1958,33.39,5.24,2.94,11.37,,,,,
315,2011,2,2/1/11,AQUE,15,1,7.43,0.82,0.11,2487,25.19,3.5,1.83,13.77,,,,,
315,2011,2,2/1/11,AQUE,15,2,7.43,0.82,0.11,2474,25.61,4.07,1.77,14.43,,,,,
316,2011,2,2/8/11,MOHK,15,1,5.44,0.41,0.08,2118,38.03,5.79,2.77,13.73,,,,,
316,2011,2,2/8/11,MOHK,15,2,5.44,0.41,0.08,2416,37.2,5.72,2.67,13.92,,,,,
317,2011,2,2/10/11,ABUR,15,1,7.89,0.83,0.11,2356,26.04,4.61,1.9,13.74,,,,,
317,2011,2,2/10/11,ABUR,15,2,7.89,0.83,0.11,2252,26.09,4.46,1.88,13.85,,,,,
318,2011,3,3/1/11,MOHK,15,1,9.51,0.73,0.08,2447,25.84,4.42,1.9,13.64,,,,,
318,2011,3,3/1/11,MOHK,15,2,9.51,0.73,0.08,2393,28.28,4.56,2.89,9.79,,,,,
319,2011,3,3/3/11,AQUE,15,1,5.24,0.33,0.06,2472,43.41,6.41,3.91,11.12,,,,,
319,2011,3,3/3/11,AQUE,15,2,5.24,0.33,0.06,2329,43.52,6.55,3.97,10.96,,,,,
320,2011,3,3/4/11,ABUR,15,1,9.45,0.68,0.07,2434,25.39,4.16,2.39,10.62,,,,,
320,2011,3,3/4/11,ABUR,15,2,9.45,0.68,0.07,2345,25.09,4.05,2.34,10.73,,,,,
321,2011,4,4/1/11,ABUR,15,1,6.5,0.64,0.1,2331,33.94,5.71,2.81,12.07,,,,,
321,2011,4,4/1/11,ABUR,15,2,6.5,0.64,0.1,2123,33.64,5.67,2.73,12.3,,,,,
322,2011,4,4/1/11,MOHK,15,1,10.63,0.87,0.08,2378,26.56,4.32,2.62,10.13,,,,,
322,2011,4,4/1/11,MOHK,15,2,10.63,0.87,0.08,2289,27.03,4.33,2.69,10.06,,,,,
-99999,2011,4,4/4/11,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,4,4/4/11,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,5,5/4/11,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,5,5/4/11,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
323,2011,5,5/1/11,MOHK,15,1,7.67,0.67,0.09,2515,32.08,4.87,2.68,11.95,,,,,
323,2011,5,5/1/11,MOHK,15,2,7.67,0.67,0.09,2204,32.2,5.56,2.68,12,,,,,
324,2011,5,5/2/11,ABUR,15,1,8.81,0.67,0.08,2125,31.73,5.64,2.99,10.63,,,,,
324,2011,5,5/2/11,ABUR,15,2,8.81,0.67,0.08,2130,30.17,5.29,2.94,10.27,,,,,
325,2011,6,6/2/11,MOHK,15,1,7.27,0.52,0.07,2286,26.67,3.45,2.52,10.57,reproducibility and replicate data noisy.  Will reanalyze.,,,,
325,2011,6,6/2/11,MOHK,15,2,7.27,0.52,0.07,2147,37.48,6.12,3.52,10.66,reproducibility and replicate data noisy.  Will reanalyze.,,,,
326,2011,6,6/7/11,ABUR,15,1,7.95,0.81,0.1,2093,31.47,5.34,2.38,13.21,,,,,
326,2011,6,6/7/11,ABUR,15,2,7.95,0.81,0.1,2267,31.24,5.39,2.44,12.82,,,,,
-99999,2011,6,6/8/11,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,6,6/8/11,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,7,7/8/11,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,7,7/8/11,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
327,2011,7,7/7/11,ABUR,15,1,5.86,0.68,0.12,2100,29.26,5.05,2.13,13.71,,,,,
327,2011,7,7/7/11,ABUR,15,2,5.86,0.68,0.12,2275,29.57,5.17,2.18,13.6,,,,,
328,2011,7,7/7/11,MOHK,15,1,7.06,0.86,0.12,2270,29.33,5.37,1.8,16.28,,,,,
328,2011,7,7/7/11,MOHK,15,2,7.06,0.86,0.12,2107,29.46,5.32,1.71,17.26,,,,,
329,2011,8,8/3/11,ABUR,15,1,8.13,0.65,0.08,2064,40.98,6.81,2.55,16.06,reproducibility and replicate data noisy.  Will reanalyze.,,,,
329,2011,8,8/3/11,ABUR,15,2,8.13,0.65,0.08,2278,33.22,5.55,2.03,16.39,reproducibility and replicate data noisy.  Will reanalyze.,,,,
330,2011,8,8/3/11,MOHK,15,1,10.78,0.88,0.08,2299,37.91,6.68,2.12,17.93,,,,,
330,2011,8,8/3/11,MOHK,15,2,10.78,0.88,0.08,2204,37.3,6.65,2.12,17.58,,,,,
-99999,2011,8,8/1/11,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,8,8/1/11,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,9,9/7/11,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,9,9/7/11,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
331,2011,9,9/6/11,MOHK,15,1,10,1.27,0.13,2487,29.08,4.06,1.73,16.8,reproducibility and replicate data noisy.  Will reanalyze.,,,,
331,2011,9,9/6/11,MOHK,15,2,10,1.27,0.13,2439,27.55,4.6,1.79,15.35,reproducibility and replicate data noisy.  Will reanalyze.,,,,
332,2011,9,9/6/11,ABUR,15,1,7.03,0.71,0.1,2382,28.77,4.94,2.03,14.16,,,,,
332,2011,9,9/6/11,ABUR,15,2,7.03,0.71,0.1,2204,28.65,4.85,2.09,13.74,,,,,
334,2011,10,10/4/11,ABUR,15,1,9.62,1.19,0.12,2469,30.01,5.64,1.39,21.55,,,,,
334,2011,10,10/4/11,ABUR,15,2,9.62,1.19,0.12,2495,29.47,5.58,1.39,21.24,,,,,
335,2011,10,10/7/11,MOHK,15,1,7.76,0.17,0.02,2016,21.31,2.65,1.34,15.92,,,,,
335,2011,10,10/7/11,MOHK,15,2,7.76,0.17,0.02,2227,22.36,2.91,1.4,15.99,,,,,
-99999,2011,10,10/7/11,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,10,10/7/11,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,11,11/2/11,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,11,11/2/11,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
336,2011,11,11/1/11,ABUR,15,1,9.12,0.61,0.07,2154,27.88,3.68,2.51,11.1,,,,,
336,2011,11,11/1/11,ABUR,15,2,9.12,0.61,0.07,2459,28.22,3.74,2.49,11.34,,,,,
337,2011,11,11/1/11,MOHK,15,1,10.69,1.02,0.1,2067,26.72,3.41,1.94,13.79,,,,,
337,2011,11,11/1/11,MOHK,15,2,10.69,1.02,0.1,2210,27.1,3.47,1.92,14.09,,,,,
338,2011,12,12/5/11,ABUR,15,1,5.71,0.43,0.08,2350,37.07,4.89,3.24,11.45,,,,,
338,2011,12,12/5/11,ABUR,15,2,5.71,0.43,0.08,2282,36.72,4.94,3.21,11.46,,,,,
339,2011,12,12/6/11,MOHK,15,1,7.71,0.92,0.12,2329,26.45,3.43,2.01,13.17,,,,,
339,2011,12,12/6/11,MOHK,15,2,7.71,0.92,0.12,2224,26.86,3.61,2.02,13.33,,,,,
-99999,2011,12,12/8/11,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2011,12,12/8/11,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2012,1,1/5/12,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2012,1,1/5/12,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
340,2012,1,1/10/12,MOHK,16,1,6.07,0.35,0.06,2581,42.56,5.28,3.66,11.62,,,,,
340,2012,1,1/10/12,MOHK,16,2,6.07,0.35,0.06,2131,42.6,5.34,3.73,11.44,,,,,
341,2012,1,1/11/12,ABUR,15,1,6.14,0.73,0.12,2587,27.66,3.86,1.96,14.09,,,,,
341,2012,1,1/11/12,ABUR,15,2,6.14,0.73,0.12,2257,27.53,3.78,1.93,14.25,,,,,
342,2012,2,2/6/12,ABUR,15,1,7.36,0.61,0.08,2187,27.61,3.71,1.81,15.26,,,,,
342,2012,2,2/6/12,ABUR,15,2,7.36,0.61,0.08,2250,28.39,3.84,1.77,16.04,,,,,
343,2012,2,2/15/12,MOHK,15,1,8.88,0.61,0.07,2360,27.14,3.61,2.1,12.93,,,,,
343,2012,2,2/15/12,MOHK,15,2,8.88,0.61,0.07,2118,28.08,3.83,2.05,13.67,,,,,
-99999,2012,2,2/1/12,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2012,2,2/1/12,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
